total_demand,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_28
37143,28869.571428571428,26266.071428571428,28168.10714285714,4143.509899314129,6605.310671131924
36722,29354.14285714286,26779.285714285714,28252.285714285714,4932.708094227454,6707.009246039174
28206,31484.85714285714,29401.35714285714,28287.25,4311.535010046547,6749.919893214643
26640,30792.428571428572,29413.785714285714,28253.5,4405.898238238623,6747.803332553103
29044,30490.85714285714,29555.85714285714,28243.75,4635.195983938946,6750.008848416694
24715,30951.285714285714,29859.64285714286,28324.10714285714,4236.982405528943,6745.502058789415
29463,30410.714285714286,29872.071428571428,28148.071428571428,4805.277505489337,6774.036500730378
36815,30276.14285714286,29572.85714285714,28168.714285714286,4818.635955972437,6777.245277026169
36459,30229.285714285714,29791.714285714286,28263.571428571428,4741.7133230611025,6881.971183104396
30548,30191.714285714286,30838.285714285714,28419.714285714286,4682.363922717011,7020.143044111588
22187,30526.285714285714,30659.35714285714,28544.0,4599.77360726538,7026.128431842155
25348,29890.14285714286,30190.5,28398.464285714286,5455.199795564205,7116.766449897095
24034,29362.14285714286,30156.714285714286,28351.535714285714,5723.035978353076,7132.954836698527
27204,29264.85714285714,29837.785714285714,28203.39285714286,5820.162696138635,7179.5287235165315
38578,28942.14285714286,29609.14285714286,27937.60714285714,5869.761818806938,7069.092101270386
32587,29194.0,29711.64285714286,28245.464285714286,6286.870737232205,7342.741311093573
24702,28640.85714285714,29416.285714285714,29408.821428571428,5682.413173660501,4867.15996779604
23549,27805.714285714286,29166.0,29289.89285714286,5784.088424701152,4942.154818230045
22408,28000.285714285714,28945.214285714286,29250.535714285714,5582.991035704952,4984.67019215947
23237,27580.285714285714,28471.214285714286,29165.428571428572,5916.403375764861,5083.004808535778
27199,27466.428571428572,28365.64285714286,29118.85714285714,6003.057800186576,5132.674991797992
34362,27465.714285714286,28203.928571428572,28888.39285714286,6003.094527388507,5066.033588659724
33577,26863.428571428572,28028.714285714286,28910.214285714286,4791.650545728568,5089.018295471157
25188,27004.85714285714,27822.85714285714,29330.571428571428,4998.870653410003,4965.154605243244
25124,27074.285714285714,27440.0,29049.678571428572,4964.814924858245,4969.237694378028
29851,27299.285714285714,27649.785714285714,28920.14285714286,4811.755109946388,5024.280473374493
28615,28362.571428571428,27971.428571428572,29064.071428571428,4351.062278614372,4989.817119253754
35104,29130.85714285714,28298.64285714286,29068.214285714286,3724.935231140324,4989.378721489778
43029,30260.14285714286,28862.928571428572,29236.035714285714,4208.5273524346285,5113.491309178844
40075,31498.285714285714,29180.85714285714,29446.25,6347.67295193773,5552.706644811454
30681,32426.571428571428,29715.714285714286,29566.0,7129.337109370518,5748.1434877319725
28108,33211.28571428572,30142.785714285714,29654.39285714286,6471.789466968304,5745.484535150254
28579,33637.57142857143,30468.428571428572,29706.821428571428,5925.533052171841,5723.615149041605
29927,33455.857142857145,30909.214285714286,29690.214285714286,6078.535087463409,5726.283542721243
29863,33643.28571428572,31387.071428571428,29876.35714285714,5922.619935869758,5642.667678890142
41757,32894.57142857143,31577.35714285714,29890.64285714286,6037.347978959602,5642.088726797739
41904,32712.85714285714,32105.571428571428,30067.14285714286,5690.668983185583,5936.350379710395
31675,32974.142857142855,32700.35714285714,30261.60714285714,6111.46939310483,6235.155404159634
25100,33116.142857142855,33163.71428571428,30301.85714285714,6060.644476966988,6240.707745442105
26878,32686.428571428572,33162.0,30405.89285714286,6560.906183781392,6123.60052244311
25195,32443.428571428572,32949.642857142855,30460.535714285714,6766.664241144295,6083.490698008114
27604,31767.428571428572,32705.35714285714,30502.0,7277.075210484467,6041.880256760883
36622,31444.714285714286,32169.64285714286,30516.285714285714,7424.208368894411,6034.261579036222
36338,30711.14285714286,31712.0,30446.428571428572,6421.4144451351485,5948.184643255829
30218,29916.0,31445.071428571428,30580.39285714286,4989.373474361937,6039.715417255063
25190,29707.85714285714,31412.0,30777.39285714286,4933.844762744058,5929.835288070884
24115,29720.714285714286,31203.571428571428,30836.0,4919.933492581826,5863.486126491259
25211,29326.0,30884.714285714286,30896.964285714286,5283.415656561559,5780.904930328122
27870,29328.285714285714,30547.85714285714,30967.464285714286,5281.333692489841,5695.434295424009
35769,29366.285714285714,30405.5,30991.428571428572,5267.799056984019,5680.382488612112
36281,29244.428571428572,29977.785714285714,31041.678571428572,5078.4455908326345,5717.406353529157
27270,29236.285714285714,29576.14285714286,31138.25,5065.204428723654,5784.261408883264
24359,28815.14285714286,29261.5,31212.60714285714,5092.457868540194,5717.939387571978
24802,28696.428571428572,29208.571428571428,31185.285714285714,5199.609916687412,5749.848067926032
30232,28794.571428571428,29060.285714285714,31004.964285714286,5104.333481044717,5871.134349870792
32543,29511.85714285714,29420.071428571428,31062.714285714286,4863.94981568721,5854.684935427492
41319,30179.428571428572,29772.85714285714,30971.25,4921.392379437025,5809.038548771305
40325,30972.285714285714,30108.35714285714,30910.178571428572,6241.888114833135,5685.24810399407
32703,31550.0,30393.14285714286,30919.10714285714,6960.861345168902,5700.350608705506
31532,32326.14285714286,30570.64285714286,30991.321428571428,6702.1858232612285,5710.021995505215
28608,33350.857142857145,31023.64285714286,31113.60714285714,5763.690814879286,5682.584071427003
29759,33894.57142857143,31344.571428571428,31114.64285714286,4944.0730461547955,5682.107624192802
32322,33827.0,31669.428571428572,31108.64285714286,5005.32566373059,5683.496688524198
39559,33795.42857142857,31987.428571428572,31196.464285714286,5015.461123936098,5682.534290406009
40612,33544.0,32258.14285714286,31117.964285714286,4602.557549884635,5544.756739025929
32501,33585.0,32567.5,31071.821428571428,4673.7585160838935,5456.343125231812
29100,33556.142857142855,32941.142857142855,31101.321428571428,4680.730264555293,5461.955043101056
27841,33208.71428571428,33279.78571428572,31244.178571428572,4939.1383092696715,5350.346918856412
30752,33099.142857142855,33496.857142857145,31278.571428571428,5065.11380025403,5324.272570231196
30951,33241.0,33534.0,31477.035714285714,4968.969175459503,5191.008204950396
37904,33045.142857142855,33420.28571428572,31596.571428571428,5037.773100242192,5136.771968266467
37694,32808.71428571428,33176.357142857145,31642.35714285714,4709.24295806611,5188.675469422233
29187,32391.85714285714,32988.42857142857,31690.785714285714,3975.344321714845,5240.1978500755495
25533,31918.428571428572,32737.285714285714,31653.964285714286,4153.5211911960005,5254.532671063122
26227,31408.85714285714,32308.785714285714,31666.214285714286,4735.028103702984,5239.282657692336
26015,31178.285714285714,32138.714285714286,31741.64285714286,4971.1307135729685,5140.821178201327
29055,30501.571428571428,31871.285714285714,31770.35714285714,5347.040423048451,5105.114358020347
37089,30230.714285714286,31637.928571428572,31812.678571428572,5368.45858430783,5076.413972361096
37843,30114.285714285714,31461.5,31859.821428571428,5179.8321309441835,5120.45385758644
27182,30135.571428571428,31263.714285714286,31915.60714285714,5216.348494785167,5178.583950158178
24649,29849.14285714286,30883.785714285714,31912.464285714286,5330.904502007482,5181.5336317016145
24783,29722.85714285714,30565.85714285714,31922.821428571428,5459.121065659163,5166.143120811588
23879,29516.571428571428,30347.428571428572,31922.14285714286,5637.601613486072,5167.114236630678
30732,29211.428571428572,29856.5,31695.25,5909.945511794566,5379.208916264056
38463,29451.0,29840.85714285714,31630.571428571428,5936.478220853376,5379.525756521597
39783,29647.285714285714,29880.785714285714,31528.571428571428,6245.772509313404,5213.53704083805
31359,29924.428571428572,30030.0,31509.214285714286,6696.8071958992105,5180.569440723541
33033,30521.14285714286,30185.14285714286,31461.214285714286,6597.069612804638,5175.322572570586
28318,31718.85714285714,30720.85714285714,31514.821428571428,6095.267192080843,5183.849763866477
31368,32223.85714285714,30870.214285714286,31504.464285714286,5546.594042851023,5190.158453887023
37545,33293.71428571428,31252.571428571428,31561.928571428572,4236.191753382823,5179.012582340598
45638,34267.0,31859.0,31748.464285714286,4331.127220482001,5300.048165274793
36210,35292.0,32469.64285714286,31965.571428571428,6012.35988055718,5738.236678622979
31993,34781.57142857143,32353.0,31808.35714285714,5711.694286203332,5549.778488834683
28800,34872.142857142855,32696.64285714286,31790.214285714286,5653.102730022749,5548.260443813074
29575,34267.42857142857,32993.142857142855,31779.5,6091.9911867178325,5553.93471133553
28568,34447.0,33335.42857142857,31841.428571428572,5902.988000439564,5517.943138180238
31938,34047.0,33670.357142857145,31763.428571428572,6232.09440450534,5549.260654314565
38546,33246.0,33756.5,31798.678571428572,6065.6776757973785,5547.043176681443
38707,32232.85714285714,33762.42857142857,31821.60714285714,3831.835958065497,5574.473078166783
27672,32589.571428571428,33685.57142857143,31857.785714285714,4345.571418396078,5617.1207884805945
26067,31972.285714285714,33422.21428571428,31803.678571428572,4733.977633882012,5650.994583411484
24699,31581.85714285714,32924.642857142855,31822.75,5134.933087151541,5629.9097461682195
24824,30885.285714285714,32666.14285714286,31768.178571428572,5746.810585425771,5693.208664088912
28143,30350.428571428572,32198.714285714286,31725.64285714286,6157.946867182873,5742.024305676878
36708,29808.285714285714,31527.14285714286,31693.071428571428,6161.936700807757,5760.29209604391
36764,29545.714285714286,30889.285714285714,31679.464285714286,5753.152518816233,5747.509396072042
26670,29268.14285714286,30928.85714285714,31640.928571428572,5263.51838692746,5708.136122650624
24848,29125.0,30548.64285714286,31622.64285714286,5327.397738733826,5723.7478346911985
24448,28950.85714285714,30266.35714285714,31629.75,5462.235269819193,5714.884682579789
24530,28915.0,29900.14285714286,31617.785714285714,5495.521176376233,5730.079912552068
28977,28873.0,29611.714285714286,31641.035714285714,5532.993674314078,5698.751627311746
35647,28992.14285714286,29400.214285714286,31578.35714285714,5523.625995924847,5718.736367896544
36124,28840.571428571428,29193.14285714286,31477.785714285714,5286.059019002772,5617.03385121669
27356,28749.14285714286,29008.64285714286,31347.10714285714,5129.386202024898,5456.94067281418
30290,28847.14285714286,28986.071428571428,31204.14285714286,5089.440061819841,5508.807592387577
29239,29624.571428571428,29287.714285714286,31106.178571428572,4783.170631047355,5499.461832617136
32959,30309.0,29612.0,31139.071428571428,4229.755784912377,5484.902827921927
32932,31513.14285714286,30193.071428571428,31195.89285714286,3435.620828349703,5495.592923487669
39201,32078.14285714286,30535.14285714286,31031.14285714286,3270.2574530950433,5365.819593012965
41529,32585.85714285714,30713.214285714286,30801.25,4089.8540898411507,4827.740086478612
33477,33358.0,31053.571428571428,30991.214285714286,5222.53699524155,5142.814587198998
30433,34232.42857142857,31539.785714285714,31044.214285714286,4514.553054922971,5161.13515619665
30204,34252.857142857145,31938.714285714286,31102.535714285714,4494.016927299806,5144.034232376604
28164,34390.71428571428,32349.85714285714,31125.0,4326.248903083204,5138.486778261699
32814,33705.71428571428,32609.428571428572,31110.571428571428,4928.423808693326,5146.493573863669
40872,33688.857142857145,32883.5,31141.85714285714,4931.711989041648,5154.366431693544
33769,33927.57142857143,33256.71428571428,31224.928571428572,5271.71113450977,5294.94323355414
31583,32819.0,33088.5,31048.571428571428,4090.365590832508,5115.711090129298
31758,32548.428571428572,33390.42857142857,31188.25,4102.211064663483,5073.320175373498
28677,32737.714285714286,33495.28571428572,31391.5,4018.0374444200747,4973.5683329942185
27323,32519.571428571428,33455.142857142855,31533.571428571428,4215.138149461712,4830.06060408701
32311,32399.428571428572,33052.57142857143,31622.821428571428,4369.146554997611,4723.399725508222
37929,32327.571428571428,33008.21428571428,31771.678571428572,4365.3265573586605,4675.102019513271
39514,31907.14285714286,32917.357142857145,31815.285714285714,3451.2769824405045,4728.243443763443
28805,32727.85714285714,32773.42857142857,31913.5,4493.525654708528,4861.527206318781
27502,32331.0,32439.714285714286,31989.75,4728.041842736433,4792.4931625368945
26623,31723.0,32230.35714285714,32084.535714285714,5074.930902649461,4670.71052951572
27963,31429.571428571428,31974.571428571428,32162.214285714286,5333.2092232583,4555.6730555888125
32797,31521.0,31960.214285714286,32284.821428571428,5256.002885590258,4385.683924480839
37239,31590.428571428572,31959.0,32421.25,5271.364967354036,4338.132049157314
33853,31491.85714285714,31699.5,32478.10714285714,5137.8430762519665,4392.073064386562
33407,30683.14285714286,31705.5,32397.0,3979.67077484937,4342.945996201868
28620,31340.571428571428,31835.785714285714,32613.10714285714,3997.773707833823,4231.944709602452
27150,31500.285714285714,31611.64285714286,32553.464285714286,3838.000465272036,4277.421718071847
28809,31575.571428571428,31502.571428571428,32478.85714285714,3730.033058707043,4354.890760328144
39529,31696.428571428572,31608.714285714286,32330.64285714286,3605.0862152031027,4408.2381230153915
44943,32658.14285714286,32124.285714285714,32566.25,4684.0782952668915,4613.103820760056
43910,33758.71428571428,32625.285714285714,32771.32142857143,6494.846642128045,5027.944643420559
33294,35195.42857142857,32939.28571428572,32856.357142857145,7546.399513612291,5198.777970469915
34006,35179.28571428572,33259.92857142857,32849.82142857143,7550.982313895465,5198.083806868394
33587,35948.71428571428,33724.5,32977.42857142857,7027.472654145457,5180.3825643698765
32535,36868.28571428572,34221.92857142857,33098.25,6035.357921291465,5152.679084709225
36901,37400.57142857143,34548.5,33254.357142857145,5329.09081855258,5063.086565666093
43309,37025.142857142855,34841.642857142855,33400.32142857143,5246.077754811133,5108.628735729746
44944,36791.71428571428,35275.21428571428,33487.357142857145,4856.970376489402,5259.179588281696
39636,36939.42857142857,36067.42857142857,33886.46428571428,5118.235400902152,5687.8932797337275
35074,37845.42857142857,36512.357142857145,34174.07142857143,4922.981781303696,5770.110153185471
32930,37998.0,36973.357142857145,34292.5,4799.151938971493,5752.688205751504
33782,37904.142857142855,37386.21428571428,34444.392857142855,4905.051730225786,5654.231285731027
41798,38082.28571428572,37741.42857142857,34675.07142857143,4695.732414092868,5482.070181618467
44438,38781.857142857145,37903.5,35013.892857142855,4852.571704040832,5621.9358820756015
39039,38943.142857142855,37867.42857142857,35246.357142857145,5043.139743869001,5875.779659625219
34100,38099.57142857143,37519.5,35229.392857142855,4313.103362898708,5863.675199049392
31967,37308.71428571428,37577.07142857143,35418.5,4488.409841442997,5732.732290846866
31468,36864.857142857145,37431.42857142857,35577.96428571428,4882.55119203655,5563.9840474392595
30764,36656.0,37280.07142857143,35751.0,5105.11922812129,5346.254701502086
36477,36224.857142857145,37153.57142857143,35851.03571428572,5500.425026867543,5219.8442113984265
40010,35464.71428571428,37123.28571428572,35982.46428571428,4941.102903680732,5186.320778827636
40509,34832.142857142855,36887.642857142855,36081.42857142857,3737.774000149109,5237.372322697773
31847,35042.142857142855,36570.857142857145,36319.142857142855,4042.4020676066716,5283.332027439608
29371,34720.28571428572,36014.5,36263.42857142857,4215.887558363254,5323.25331762426
28885,34349.42857142857,35607.142857142855,36290.25,4595.537286583703,5285.070262156004
29585,33980.42857142857,35318.21428571428,36352.21428571428,4955.098379687437,5183.12495727733
36377,33812.0,35018.42857142857,36379.92857142857,5100.552290357071,5143.2183967035935
40594,33797.71428571428,34631.21428571428,36267.357142857145,5091.976915183531,5106.101326512584
40699,33881.142857142855,34356.642857142855,36112.03571428572,5214.046043415538,4894.172184246017
35863,33908.28571428572,34475.21428571428,35997.357142857145,5254.635817202622,4739.872784777334
39542,34482.0,34601.142857142855,36089.107142857145,5211.1284446525415,4710.3780011821755
32656,35935.0,35142.21428571428,36286.82142857143,4960.4766908030415,4735.818721924545
34408,36473.71428571428,35227.07142857143,36253.57142857143,4216.155899801253,4758.689147456074
39991,37162.71428571428,35487.357142857145,36320.46428571428,3166.1113748722832,4717.46705012843
41431,37679.0,35738.357142857145,36430.82142857143,3308.110336733114,4767.428773991192
42672,37798.57142857143,35839.857142857145,36363.75,3443.3937163378187,4679.4771283172495
35770,38080.42857142857,35994.357142857145,36282.607142857145,3784.2541694563984,4542.888780234063
32587,38067.142857142855,36274.57142857143,36144.53571428572,3793.48856281273,4495.699084451308
33072,37073.57142857143,36504.28571428572,36055.71428571428,4228.668145612125,4541.9627496323055
33077,37133.0,36803.357142857145,36060.78571428572,4158.579885810429,4538.4212980183665
36582,36942.857142857145,37052.78571428572,36035.607142857145,4330.803444649834,4553.46264123602
42348,36455.857142857145,37067.42857142857,35849.32142857143,4117.321355305835,4413.532649523798
43689,36586.857142857145,37192.71428571428,35774.67857142857,4311.983009728914,4278.506671410183
33020,36732.142857142855,37406.28571428572,35940.75,4561.120090086517,4494.688961553508
30418,36339.28571428572,37203.21428571428,35902.17857142857,4771.387419269392,4515.655656044657
28916,36029.42857142857,36551.5,35846.857142857145,5113.816639169605,4574.752911475991
30864,35435.71428571428,36284.357142857145,35755.71428571428,5719.757125213343,4689.213894927466
35402,35119.57142857143,36031.21428571428,35759.28571428572,5929.181277296876,4685.307720295679
39544,34951.0,35703.42857142857,35720.892857142855,5897.362376520556,4683.612861087
39952,34550.42857142857,35568.642857142855,35704.25,5384.083575909747,4668.6112902692485
30864,34016.57142857143,35374.357142857145,35684.357142857145,4427.162328819034,4648.5235586293575
29479,33708.57142857143,35023.92857142857,35649.25,4580.394846776969,4682.168092486233
28354,33574.42857142857,34801.92857142857,35653.107142857145,4704.883202841596,4676.8460117609975
28538,33494.142857142855,34464.92857142857,35634.142857142855,4801.429524234477,4706.290563461286
31840,33161.857142857145,34140.71428571428,35596.75,5085.84894350889,4759.9859058692555
34588,32653.0,33802.0,35434.71428571428,5001.860887043272,4809.407454509544
36147,31945.0,33247.71428571428,35220.21428571428,4140.47440921125,4703.5495293026415
28933,31401.428571428572,32709.0,35057.642857142855,3009.3641552739155,4584.325243893466
29531,31125.571428571428,32417.071428571428,34810.142857142855,3151.9640891113377,4724.171490868239
33970,31133.0,32353.714285714286,34452.607142857145,3147.494770977893,4731.611919680819
35260,31935.285714285714,32714.714285714286,34499.53571428572,3034.810027787871,4719.634068380512
39511,32895.57142857143,33028.71428571428,34529.96428571428,2837.7680699887396,4721.768096978101
41276,33991.42857142857,33322.21428571428,34512.82142857143,3709.4678350199656,4702.037045189947
43009,34946.857142857145,33445.92857142857,34507.28571428572,4634.653652236664,4693.674410405931
37024,35927.142857142855,33664.28571428572,34519.32142857143,5563.439746193363,4715.766212073199
32394,37083.0,34104.28571428572,34564.107142857145,4630.4102050106785,4734.003210339282
32301,37492.0,34312.5,34557.21428571428,3924.86182347019,4737.12803568312
35008,37253.57142857143,34594.42857142857,34529.67857142857,4214.484976725864,4748.30857256187
36465,37217.57142857143,35056.57142857143,34598.642857142855,4235.3766797119715,4740.444862811347
44081,36782.42857142857,35386.92857142857,34594.46428571428,4115.248022381473,4738.6830760216
45798,37183.142857142855,36065.0,34656.357142857145,4718.130895053414,4853.627701804584
36030,37581.57142857143,36754.357142857145,34731.67857142857,5365.452601509778,5012.749175877896
34312,37439.57142857143,37261.28571428572,34839.17857142857,5395.736429723753,5006.954001620006
35497,37713.57142857143,37602.78571428572,34978.25,5139.426195505493,4933.13978317768
34405,38170.142857142855,37711.857142857145,35213.28571428572,4701.77744505816,4788.256837824542
35457,38084.0,37650.78571428572,35339.75,4774.331995159164,4715.337956742467
41521,37940.0,37361.21428571428,35341.71428571428,4845.965538466041,4715.376304508646
43364,37574.28571428572,37378.71428571428,35412.32142857143,4379.416693057307,4794.76437495896
32410,37226.57142857143,37404.07142857143,35534.17857142857,3654.237761701886,4955.088667992923
30206,36709.42857142857,37074.5,35589.392857142855,4082.814423782688,4909.525747174489
28922,36122.857142857145,36918.21428571428,35615.357142857145,4728.54274340317,4877.833856025033
28552,35183.57142857143,36676.857142857145,35635.642857142855,5468.691825813054,4847.604618199741
33044,34347.42857142857,36215.71428571428,35636.142857142855,6026.568450263753,4846.846089558955
39964,34002.71428571428,35971.357142857145,35679.142857142855,6021.532825737042,4817.170259827778
41021,33780.28571428572,35677.28571428572,35871.142857142855,5718.670175086923,4878.811738408839
31010,33445.57142857143,35336.07142857143,36045.21428571428,5099.268897176771,4975.019876060362
28472,33245.57142857143,34977.5,36119.392857142855,5173.568396414708,4879.617231036514
27101,32997.857142857145,34560.357142857145,36081.57142857143,5380.726606093633,4936.348856366
28303,32737.714285714286,33960.642857142855,35836.25,5648.00710322635,5208.3636345785135
37092,32702.14285714286,33524.78571428572,35587.78571428572,5679.4591124088465,5399.312791369614
44630,33280.42857142857,33641.57142857143,35501.392857142855,5921.01643462064,5353.370999862539
42819,33947.0,33863.642857142855,35621.17857142857,6968.776028351999,5522.228844531488
44525,34203.857142857145,33824.71428571428,35614.392857142855,7298.311618188868,5512.923357988764
31879,36134.57142857143,34690.07142857143,35882.28571428572,8060.436068789818,5760.642999457236
31854,36621.28571428572,34809.57142857143,35863.892857142855,7610.9617157160565,5773.00196854599
32575,37300.28571428572,35019.0,35847.92857142857,6787.54147229286,5783.827375174678
34775,37910.57142857143,35306.357142857145,35761.03571428572,5988.799959289113,5815.104747199261
43218,37579.57142857143,35430.0,35700.67857142857,6104.495225027313,5816.297868305667
46649,37377.857142857145,35662.42857142857,35669.857142857145,5850.750448406094,5772.365197978718
32972,37925.0,36064.42857142857,35700.25,6578.249285840951,5829.623694259053
32370,36274.57142857143,36204.57142857143,35591.03571428572,6076.52573041382,5851.819821294858
31018,36344.71428571428,36483.0,35521.67857142857,6019.900046631076,5878.986175218702
30142,36225.28571428572,36762.78571428572,35361.71428571428,6131.105221580812,5940.2985013982425
36359,35877.71428571428,36894.142857142855,35209.46428571428,6434.0091885305455,6019.825341887033
45959,36104.0,36841.78571428572,35241.67857142857,6416.593930323697,6023.611332535464
44286,36495.57142857143,36936.71428571428,35400.17857142857,6981.819219877287,6249.126760054354
31860,36158.0,37041.5,35433.107142857145,6445.615848518039,6294.906267294302
29276,35999.142857142855,36136.857142857145,35413.46428571428,6550.08067198596,6305.538209367087
27065,35557.142857142855,35950.92857142857,35380.25,6929.210691667849,6336.358404010461
28557,34992.42857142857,35608.857142857145,35313.92857142857,7498.490089281161,6415.681170662848
33634,34766.0,35321.857142857145,35314.107142857145,7690.83129447007,6415.486057849828
41889,34376.71428571428,35240.357142857145,35335.17857142857,7665.684220696071,6408.7191708933215
41362,33795.28571428572,35145.42857142857,35403.92857142857,6739.126642582259,6470.2442619675285
29176,33377.57142857143,34767.78571428572,35416.107142857145,6034.258442624167,6481.51963399579
27979,32994.142857142855,34496.642857142855,35350.607142857145,6228.893786983678,6536.727130658564
26932,32808.857142857145,34183.0,35333.0,6375.492959465216,6556.575206954036
27231,32789.857142857145,33891.142857142855,35326.96428571428,6395.629899355017,6564.506906432736
32656,32600.428571428572,33683.21428571428,35288.67857142857,6559.434956791706,6609.9582452514915
40981,32460.714285714286,33418.71428571428,35130.25,6544.148778725564,6618.291251020407
39736,32331.0,33063.142857142855,34999.92857142857,6331.669290163538,6458.295033168558
34841,32098.714285714286,32738.14285714286,34889.82142857143,5964.304701424015,6345.344026826521
33830,32908.0,32951.07142857143,34543.96428571428,5885.446060693565,6058.138049624392
34220,33743.857142857145,33276.357142857145,34613.642857142855,5469.541340568748,6037.536155642282
30075,34785.0,33787.42857142857,34698.142857142855,4577.713402999376,6013.993420991148
34588,35191.28571428572,33895.857142857145,34608.857142857145,3866.4899549111356,6065.023145595877
44040,35467.28571428572,33964.0,34602.17857142857,3721.5927465842797,6064.936377508627
41872,35904.28571428572,34117.642857142855,34631.53571428572,4561.708697198386,6110.00758005314
33790,36209.42857142857,34154.07142857143,34460.92857142857,4918.246837276583,5821.922445178388
32295,36059.28571428572,34483.642857142855,34490.142857142855,4982.605567180228,5816.22387817544
29969,35840.0,34791.92857142857,34487.46428571428,5128.704807258862,5817.253618791592
29998,35232.71428571428,35008.857142857145,34450.0,5583.9703232940565,5843.742801144305
35052,35221.71428571428,35206.5,34444.857142857145,5595.887141889305,5847.736527696375
42226,35288.0,35377.642857142855,34398.17857142857,5589.874327746568,5837.098080721979
42237,35028.857142857145,35466.57142857143,34264.857142857145,5140.499730200423,5601.12682257237
33684,35081.0,35645.21428571428,34191.67857142857,5222.676708355606,5477.369604266814
27869,35065.857142857145,35562.57142857143,34256.82142857143,5227.195469483671,5459.4287861125995
27103,34433.57142857143,35136.78571428572,34206.57142857143,5848.93212068503,5513.18208464156
26169,34024.142857142855,34628.42857142857,34207.92857142857,6296.712089881295,5511.363358442541
29711,33477.142857142855,34349.42857142857,34122.642857142855,6847.024644047266,5619.463927341095
36689,32714.14285714286,34001.07142857143,33982.53571428572,6939.247712073976,5680.669955808502
36987,31923.14285714286,33476.0,33796.82142857143,5914.153205899997,5494.567546448651
26712,31173.14285714286,33127.07142857143,33640.57142857143,4567.872386883986,5331.2463863289995
25419,30177.14285714286,32621.5,33552.57142857143,4687.679398471826,5427.143539165791
24390,29827.14285714286,32130.35714285714,33461.142857142855,4971.601500139619,5544.804633463691
24312,29439.571428571428,31731.85714285714,33370.357142857145,5313.363901746329,5674.949262062536
31863,29174.285714285714,31325.714285714286,33266.107142857145,5545.174049396038,5816.94252347645
38547,29481.714285714286,31097.928571428572,33237.78571428572,5638.753813692223,5821.951336088989
37184,29747.14285714286,30835.14285714286,33150.857142857145,6062.377680651146,5719.320645452802
27581,29775.285714285714,30474.214285714286,33059.71428571428,6101.916467096923,5630.132265120539
28080,29899.428571428572,30038.285714285714,32800.42857142857,6037.709247088749,5711.643172980063
24975,30279.571428571428,30053.35714285714,32595.071428571428,5787.171412044142,5776.25745122715
31051,30363.14285714286,29901.35714285714,32264.89285714286,5691.377320958772,5941.790628841121
35514,31325.85714285714,30250.071428571428,32299.75,5028.580662193908,5931.321547982001
45079,31847.428571428572,30664.571428571428,32332.821428571428,5276.7967195115325,5947.1132870000665
42545,32780.57142857143,31263.85714285714,32369.928571428572,6966.13759212241,6025.589591121765
33057,33546.42857142857,31660.85714285714,32393.964285714286,7778.287726253188,6066.102687351418
30514,34328.71428571428,32114.071428571428,32367.785714285714,7341.434526355319,6061.434742498362
29683,34676.42857142857,32478.0,32304.178571428572,7047.9221963437085,6071.563042721872
30757,35349.0,32856.07142857143,32293.964285714286,6133.098591522345,6075.876089745129
35722,35307.0,33316.42857142857,32321.071428571428,6168.3425920852815,6066.939950673602
42884,35336.71428571428,33592.07142857143,32345.0,6170.006718372512,6079.418350589268
43517,35023.142857142855,33901.857142857145,32368.5,5623.981372318947,6120.163211936491
33213,35162.0,34354.21428571428,32414.214285714286,5848.180685763169,6200.854136847203
28308,35184.28571428572,34756.5,32397.39285714286,5839.112424398243,6197.920095210473
27835,34869.142857142855,34772.78571428572,32413.071428571428,6182.609142548464,6186.5854695855305
29713,34605.142857142855,34977.07142857143,32439.214285714286,6473.576431117799,6164.82379885261
31616,34456.0,34881.5,32565.785714285714,6588.023274599652,6066.924612081255
40441,33869.42857142857,34603.07142857143,32633.821428571428,6639.109951821932,6044.364342117754
37576,33520.42857142857,34271.78571428572,32767.821428571428,6131.029436593909,6177.713780964917
29330,32671.714285714286,33916.857142857145,32788.857142857145,4778.617991089264,6193.594981402225
30274,32117.0,33650.642857142855,32882.357142857145,4928.34062675597,6117.756259079196
35208,32397.85714285714,33633.5,33055.75,4727.001354931465,5965.292918361333
21909,33451.142857142855,34028.142857142855,33442.107142857145,4347.003045339461,5728.889669032482
23423,32336.285714285714,33396.142857142855,33356.28571428572,6109.086366887877,5886.557975951041
30016,31165.85714285714,32517.64285714286,33054.857142857145,6991.234355213956,6174.88478053721
32732,29676.571428571428,31598.5,32750.178571428572,5672.040193121083,6103.9157501926375
26476,28984.571428571428,30828.14285714286,32591.178571428572,4771.702416578496,6041.81096258994
24489,28576.85714285714,30346.928571428572,32551.714285714286,4858.409493808022,6079.24174034609
23545,27750.428571428572,30074.14285714286,32423.464285714286,5011.224895410409,6213.469392180681
23868,26084.285714285714,29767.714285714286,32372.39285714286,3943.608403238761,6282.453303178129
30389,26364.14285714286,29350.214285714286,32115.85714285714,3657.0241740415036,6481.89744004643
42496,27359.285714285714,29262.571428571428,31932.821428571428,3671.056692302007,6454.689515748147
40940,29142.14285714286,29409.35714285714,31840.571428571428,6839.491633851445,6275.8263462306195
35337,30314.714285714286,29649.64285714286,31783.25,8137.872033774881,6181.048422545475
